publishedtime,desc,likes,reposts,views,replies,bookmarks,tweeturl,contenturl
Sun Aug 19 00:15:32 +0000 2018,Great sportsmanship right here 👍,234,3,None,2,0,https://x.com/norimyxxxo/status/1030971490202726400,None
Sat Aug 18 22:38:12 +0000 2018,"I’d say Verb 2-1 rather than 3-0, Mook’s second was fire. 

I definitely need to rewatch it to be sure, a lot of shit must have gone over my head cause of the language barrier. But even the energy and body language alone told me volumes about Verb winning.

Epic fucking battle.",424,9,None,12,0,https://x.com/norimyxxxo/status/1030946995769430016,None
Sat Aug 18 22:24:51 +0000 2018,Wow.,1038,32,None,33,1,https://x.com/norimyxxxo/status/1030943635150397443,None
Sat Aug 18 20:56:30 +0000 2018,"Shout out to @iamKingLos for his ICE battle #RBE 

Good to see industry artists having the balls to go into a battle, especially in the US where its less common 👍",313,5,None,3,0,https://x.com/norimyxxxo/status/1030921402390654976,None
Sat Aug 18 20:52:16 +0000 2018,Ok ready for Mook vs Verb #RBE,348,5,None,4,0,https://x.com/norimyxxxo/status/1030920337184251905,None
Thu Aug 16 14:13:26 +0000 2018,"RT @MayWaves7863: May Wave$ — Наверное, Навечно

YouTube: https://t.co/PaFVsx4Jxw
 
iTunes: https://t.co/Kmre8BSTJD 
 
Directed by +VISUALS…",0,147,None,0,0,https://x.com/norimyxxxo/status/1030095189271105536,None
Wed Aug 15 21:01:34 +0000 2018,"Баттлрэп - сам по себе срач, срач на тему баттлрэпа - это срач о сраче, от которого дальше по комментам расходятся круги срача на тему срача о сраче

This is one shitty conversation!",1661,41,None,46,11,https://x.com/norimyxxxo/status/1029835515305123840,None
Wed Aug 15 20:44:34 +0000 2018,"Мое мнение 1 в 1. А касательно сравнения незатянутой петли и надетой на оппонента шапки - я поэтому и спросил насчет суеверия, полюбасу шапка бы прошла незамеченной, а разницы по факту ноль. Тут про фаллоиметатор по ебалу спрашивают, совсем с ума сошли сравнивать это с петлей",616,5,None,26,0,https://x.com/norimyxxxo/status/1029831237140209673,None
Wed Aug 15 20:27:25 +0000 2018,"Реакция публики показал, что мое удивление за столом было оправданным - да, петля не айс, конечно, но в целом всем похуй, тк ущерба здоровью она не несла, и непонятно, зачем тут все возмущались 15 минут",737,6,None,32,1,https://x.com/norimyxxxo/status/1029826917338374144,None
Wed Aug 15 20:24:10 +0000 2018,"RT @versusbattleru: СТОЛ: Fresh Blood #2 (@rickey_f, @norimyxxxo, @SmokyMo46, @jubileewins, @Hyde_MJ, @galatspb, @sevenonyourmind, @JohnnyR…",0,35,None,0,0,https://x.com/norimyxxxo/status/1029826101483397135,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151141,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Wed Aug 15 20:24:07 +0000 2018,Стол Фрешблада 2: много трэша и опять нововведения,733,10,None,29,1,https://x.com/norimyxxxo/status/1029826089231835137,None
Wed Aug 15 15:37:20 +0000 2018,"Saluki feat. TVETH - Улицы, Дома",1287,43,None,21,2,https://x.com/norimyxxxo/status/1029753917712859136,None
Wed Aug 15 14:44:27 +0000 2018,"Lil Bebe - Single 

https://t.co/j8OIdsOtZc

стиль",457,18,None,9,6,https://x.com/norimyxxxo/status/1029740609433681920,None
Mon Aug 13 16:15:49 +0000 2018,Уточнение,1600,46,None,21,2,https://x.com/norimyxxxo/status/1029038826293997568,None
Mon Aug 13 15:46:36 +0000 2018,"Тред Марии Мотузной, которую судят в Барнауле за сохраненные картинки:

https://t.co/3BtSIl83Z7

Что я на эту тему думаю - в прикрепленных скринах. https://t.co/5Lhv6GttYn",9061,1890,None,215,30,https://x.com/norimyxxxo/status/1029031471976271872,https://pbs.twimg.com/media/DkfaoDkX0AE3_SD.jpg
Sun Aug 12 07:34:30 +0000 2018,"Если кто пропустил, тут на днях @kingporchy еще соло видос выпустил: https://t.co/k5jS8rhcWT

prod. @OTBEATZOfficial 

“SAVAGES AND BANDITS” 🎵

Apple Music: https://t.co/YIY8f0fflp
Прочие платформы: https://t.co/9KPwnOri0e",831,18,None,11,1,https://x.com/norimyxxxo/status/1028545243765977089,None
Sat Aug 11 13:39:59 +0000 2018,"Когда я 10 лет назад в «Спешл Деливери» читал про «пятки твоей кру» и рифмовал это с «куропатки на ветру», ни одного человека это смущало. Но за эти 10 лет повылезали ебучие хипстеры с их идиотским «крю» и учат деда жить",2022,56,None,56,4,https://x.com/norimyxxxo/status/1028274835837919232,None
Sat Aug 11 08:43:14 +0000 2018,"Как всегда круто, как всегда скучновато",520,3,None,10,0,https://x.com/norimyxxxo/status/1028200156330643456,None
Sat Aug 11 08:38:22 +0000 2018,"RT @MARKMARKUL: Booking Machine presents:

PORCHY, MAY WAVE$, JEEMBO, LOQIEMEAN, THOMAS MRAZ, TVETH, SOULOUD, MARKUL, OXXXYMIRON - KONSTRUK…",0,50,None,0,0,https://x.com/norimyxxxo/status/1028198930956406784,None
Sat Aug 11 08:20:25 +0000 2018,"XTCY от Канье охуенный мини-трек, бит ван лав вообще",813,12,None,8,4,https://x.com/norimyxxxo/status/1028194413334470656,None
Sat Aug 11 07:57:54 +0000 2018,Потому что на инглише так произносится,1051,12,None,29,2,https://x.com/norimyxxxo/status/1028188745961488384,None
Fri Aug 10 17:35:11 +0000 2018,Первая фраза охуенная)),1069,10,None,32,0,https://x.com/norimyxxxo/status/1027971634588778496,None
Fri Aug 10 17:28:18 +0000 2018,"RT @rohoteam: Блин, чуваки, задолбали. Будет вам рендер финального кадра в 4К на рабочий стол, БУДЕТ. Делаем.",0,34,None,0,0,https://x.com/norimyxxxo/status/1027969905457618945,None
Fri Aug 10 17:08:00 +0000 2018,RT @LPVproject: Первый миллион просмотров у клипа Konstrukt набежал менее чем за сутки: https://t.co/idfz864sOn Плюс по-прежнему №1 в тренд…,0,24,None,0,0,https://x.com/norimyxxxo/status/1027964795390242816,None
Fri Aug 10 16:14:16 +0000 2018,RT @oxxxymironshop: Мы сделали официальный мерч команды @versusbattleru Fresh Blood 4 “Злые Голуби”. Вся прибыль с продаж идет в общак кома…,0,16,None,0,0,https://x.com/norimyxxxo/status/1027951273658736640,None
Fri Aug 10 16:14:01 +0000 2018,"Голуби, но очень злые",677,7,None,12,1,https://x.com/norimyxxxo/status/1027951210895159296,None
Fri Aug 10 15:30:54 +0000 2018,Пятница! https://t.co/Li2LTKA9Op,3361,174,None,35,0,https://x.com/norimyxxxo/status/1027940360641761280,https://pbs.twimg.com/media/DkP6TLaX4AAvLuQ.jpg
Fri Aug 10 14:45:04 +0000 2018,"Теперь по-русски: 18 авг состоится потенциально главный англоязычный баттл этого года: абсолютная легенда MURDA MOOK против ветерана-тяжеловеса AYE VERB на RBE. Купить прямую трансляцию за можно на https://t.co/m2Mk72Otss
Я никак не аффилирован с RBE, просто поддерживаю культуру.",681,15,None,13,0,https://x.com/norimyxxxo/status/1027928824061865985,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151141,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Fri Aug 10 14:42:16 +0000 2018,"Waiting 4 Murda Mook vs Aye Verb (August 18th on @Rare_Breed_Ent). This is potentially the biggest battle to go down this year, hope it wont disappoint. Live PPV available on https://t.co/m2Mk72Otss

I have no affiliation with RBE, im just supporting the culture across the globe. https://t.co/iNFkDsJ7Dg",428,31,None,10,1,https://x.com/norimyxxxo/status/1027928118458286081,https://pbs.twimg.com/media/DkPvKzfXcAAAHoh.jpg
Fri Aug 10 13:56:11 +0000 2018,"На переворот не тянет, но на основательный гэнгбэнг вполне",839,7,None,21,1,https://x.com/norimyxxxo/status/1027916521216139270,None
Fri Aug 10 12:32:24 +0000 2018,"🎵”KONSTRUKT” вышел на APPLE MUSIC:

https://t.co/PnX1epLVUF

Энтер зе ВУ для 2018 😜💀 https://t.co/MXBehEhhHe",1101,32,None,35,0,https://x.com/norimyxxxo/status/1027895439759167493,https://pbs.twimg.com/media/DkPRcxRXoAAjLVz.jpg
Fri Aug 10 12:27:34 +0000 2018,"Все вместе около 10 дней, но мы чуть не умерли",1341,7,None,25,1,https://x.com/norimyxxxo/status/1027894223578771456,None
Fri Aug 10 11:58:18 +0000 2018,Когда висишь на первом месте в ебаных трендах рашн ютуба https://t.co/3Ho5VIUbzI,5055,144,None,57,5,https://x.com/norimyxxxo/status/1027886856548114433,https://pbs.twimg.com/media/DkPJpL_XcAA60E0.jpg
Fri Aug 10 10:41:33 +0000 2018,"RT @realclaudemoney: RT если считаешь, что инфо. ресурсы прихуели и должны указывать продюсеров в постах и треках!

без нас, у вас бы не бы…",0,105,None,0,0,https://x.com/norimyxxxo/status/1027867540410834944,None
Thu Aug 09 19:02:33 +0000 2018,"Booking Machine presents:

PORCHY, MAY WAVE$, JEEMBO, LOQIEMEAN, THOMAS MRAZ, TVETH, SOULOUD, MARKUL, OXXXYMIRON - KONSTRUKT 

https://t.co/RIBjvJnaaZ

Prod. Claude Money &amp; Viramaina

Video supervised by @rohoteam 

Трек скоро на всех площадках.

Live @ https://t.co/VFjIjvEsUx RT",5413,792,None,388,9,https://x.com/norimyxxxo/status/1027631235072516101,None
Thu Aug 09 21:31:42 +0000 2018,"RT @kass_my_ass: Я не фанат порнухи 
И фильмов про успех 
Но я 4 раза посмотрел
БМ ебали ВСЕХ",0,191,None,0,0,https://x.com/norimyxxxo/status/1027668769823498250,None
Thu Aug 09 21:05:01 +0000 2018,Сегодня ночью/к утру должно быть.,824,4,None,26,0,https://x.com/norimyxxxo/status/1027662055862677504,None
Thu Aug 09 20:39:47 +0000 2018,"Эксперименты и ошибки тоже имеют право на жизнь, иначе какое это нахуй творчество) партов, как на Табаско, больше не будет, там было ощущение от конкретного временного момента, которое хотелось передать. А вот подобного парту с Конструкта (но иначе) будет много, тк это прямо моё",1562,25,None,83,0,https://x.com/norimyxxxo/status/1027655702939140096,None
Thu Aug 09 20:01:33 +0000 2018,"RT @rohoteam: Это было прям невероятно весело, круто, трудно, смертельно и пиздец опасно. Опять спасибо @ZMurodshoeva , @norimyxxxo за веру…",0,41,None,0,0,https://x.com/norimyxxxo/status/1027646082229133312,None
Thu Aug 09 19:49:34 +0000 2018,"Наш трек «KONSTRUKT» уже на BOOM: 

https://t.co/j39glmFYsg

Совсем скоро подтянутся и другие платформы https://t.co/gyQoaAKtDD",1860,109,None,82,1,https://x.com/norimyxxxo/status/1027643067610918912,https://pbs.twimg.com/media/DkLr6neW0AAFg5N.jpg
Thu Aug 09 18:51:22 +0000 2018,"Не рекомендую идти спать, возможно, сегодня что-то будет..",5398,146,None,193,2,https://x.com/norimyxxxo/status/1027628419150954498,None
Thu Aug 09 17:43:44 +0000 2018,"Мурашки от видоса, 10 лет в тч и моих завороженных просмотров. видел каждый из баттлов в этой нарезке, некоторые по много раз",546,9,None,13,2,https://x.com/norimyxxxo/status/1027611399130935296,None
Thu Aug 09 17:11:13 +0000 2018,Mood 4 life https://t.co/n0kBkhwlm2,1056,72,None,18,2,https://x.com/norimyxxxo/status/1027603217377619968,https://pbs.twimg.com/media/DkLHrI2XgAE_azR.jpg
Thu Aug 09 12:51:42 +0000 2018,"Thank you for everything bro. 🌏 Feels good to have been a part of this. 

@KingOfTheDot continues to inspire Russian battle emcees just like it inspired me back in 2008.

Btw @versusbattleru is turning 5 on August 25th this year 😎",439,11,None,5,0,https://x.com/norimyxxxo/status/1027537907534491648,None
Thu Aug 09 12:05:02 +0000 2018,"Оказывается, в 16 лет я путал -тся/-ться",1290,25,None,42,5,https://x.com/norimyxxxo/status/1027526164628365312,None
Wed Aug 08 21:50:40 +0000 2018,"Сижу на скамейке посреди мск с большим рюкзаком, в ушах демки @sevenonyourmind",1681,14,None,64,2,https://x.com/norimyxxxo/status/1027311153582665728,None
Wed Aug 08 17:26:09 +0000 2018,"RT @MayWaves7863: Booking Machine представляет: 
CULT TOUR — первый большой тур May Wave$

Ужасно холодно оставаться дома. Вход только для…",0,48,None,0,0,https://x.com/norimyxxxo/status/1027244587209904129,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151141,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Tue Aug 07 21:43:28 +0000 2018,"тут старожилы моего ВК откопали странный раритет, куски аудио некого так и не вышедшего интервью конца 2011, взятого не помню кем для не помню чего на лестничной клетке здания на Хохловке, во дворе которого я в тот вечер дал бесплатный концерт: https://t.co/Vps50MENNK",1094,38,None,26,28,https://x.com/norimyxxxo/status/1026946955631624194,None
Tue Aug 07 20:44:28 +0000 2018,"Пиздос 💀🌪

Xavier Wulf в Мск: https://t.co/VFjIjvEsUx",443,7,None,3,1,https://x.com/norimyxxxo/status/1026932108533669888,None
Tue Aug 07 16:18:54 +0000 2018,"RT @booking_machine: Booking Machine представляет: 
CULT TOUR — первый большой тур @MayWaves7863

Ужасно холодно оставаться дома. Вход толь…",0,7,None,0,0,https://x.com/norimyxxxo/status/1026865273650008070,None
Tue Aug 07 10:35:16 +0000 2018,"Спасибо за жемчужину мудрости, сэнсэй 🙏",1598,18,None,37,2,https://x.com/norimyxxxo/status/1026778797503332353,None
Tue Aug 07 06:48:36 +0000 2018,"RT @kingporchy: SAVAGES &amp; BANDITS OUT NOW 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 MIX/MASTER - PORCHY - PROD BY, @OTBEATZOfficial https://t.co/GVvh0mxPEX R…",0,69,None,0,0,https://x.com/norimyxxxo/status/1026721752435646464,None
Tue Aug 07 00:36:01 +0000 2018,"Жизнь как постоянный выбор, в чем именно придется проебаться",8010,1702,None,49,28,https://x.com/norimyxxxo/status/1026627992125100032,None
Mon Aug 06 16:07:24 +0000 2018,👁👁👁👁👁👁👁👁 https://t.co/245DNehfaX,1387,49,None,52,0,https://x.com/norimyxxxo/status/1026499992419270656,https://pbs.twimg.com/media/Dj7cTJrXsAAzymY.jpg
Mon Aug 06 12:24:20 +0000 2018,"RT @Obe_1_Kanobe_VZ: @norimyxxxo братуль, я знаю, что я угарал над названием ""голуби"", но только что какой то сраный  голубь-убийца влетел…",0,58,None,0,0,https://x.com/norimyxxxo/status/1026443858404667393,None
Sun Aug 05 22:42:08 +0000 2018,Усталость притягивает негатив,4629,549,None,55,14,https://x.com/norimyxxxo/status/1026236943967965185,None
Sun Aug 05 18:00:35 +0000 2018,RT @versusbattleru: VERSUS: FRESH BLOOD 4 (N’rage VS Palmdropov) Этап 2 https://t.co/PcleY7nkfq,0,38,None,0,0,https://x.com/norimyxxxo/status/1026166086914531330,None
Sun Aug 05 17:35:51 +0000 2018,"!!!!!!!!!

Эти голуби злы.",1256,19,None,56,0,https://x.com/norimyxxxo/status/1026159866577145857,None
Fri Aug 03 14:43:32 +0000 2018,Bigup 💣 # gunfinger,519,5,None,8,1,https://x.com/norimyxxxo/status/1025391724712091648,None
Fri Aug 03 07:37:42 +0000 2018,"Согласно вью моего нового бадди и главы YT music Лиора Коэна, % рэпа от общего муз рынка в России составляет 40% - столько же, сколько во Франции:

https://t.co/RoYxFymFMS

40%, пиздануться, конечно. Это учитывая, сколько во Франции черных, и как там сильна культура еще с 90х.",710,9,None,28,1,https://x.com/norimyxxxo/status/1025284558940516352,None
Fri Aug 03 05:51:22 +0000 2018,Стилл фил блессд,1312,28,None,27,5,https://x.com/norimyxxxo/status/1025257799020933120,None
Thu Aug 02 17:39:16 +0000 2018,"Кому интересно, с чего начинали такие, как я: тут Ветал из Айсквад (1ый человек, фитанувший со мной, тогда еще Мифом) рассказывает про истоки форума https://t.co/r5cmjc1zOR (я попал туда, как и он, осенью 2000го). Было это, на минуточку, 18 лет назад, когда родился Палмдропов 😆",1194,21,None,27,6,https://x.com/norimyxxxo/status/1025073560778428421,None
Thu Aug 02 12:34:51 +0000 2018,"RT @booking_machine: Booking Machine presents:
@_killstation and @BrennanSavage for the first time in Europe. 12 countries in 24 days. Tick…",0,20,None,0,0,https://x.com/norimyxxxo/status/1024996953103495170,None
Thu Aug 02 06:30:38 +0000 2018,Не пали контору 😤,1187,15,None,23,2,https://x.com/norimyxxxo/status/1024905293938012161,None
Wed Aug 01 15:51:27 +0000 2018,"Откуда ты знаешь, может я говно жру и думаю, что это шоколадка",2033,73,None,72,6,https://x.com/norimyxxxo/status/1024684038127276032,None
Wed Aug 01 15:46:38 +0000 2018,"Не хочу делиться, ведь тогда это станет галимой попсой",943,10,None,59,0,https://x.com/norimyxxxo/status/1024682825826689024,None
Wed Aug 01 15:43:52 +0000 2018,"Слушаю свое невышедшее, ебать я хорош",6815,218,None,241,10,https://x.com/norimyxxxo/status/1024682130431991808,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151141,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Wed Aug 01 15:43:10 +0000 2018,"Гениальная, как и первая",487,4,None,4,0,https://x.com/norimyxxxo/status/1024681953654726656,None
Wed Aug 01 15:41:19 +0000 2018,Put some respek on his name!,299,2,None,6,1,https://x.com/norimyxxxo/status/1024681491794669568,None
Wed Aug 01 14:33:30 +0000 2018,У Триппи высшая обложка https://t.co/6RnGJCuADh,1170,20,None,24,1,https://x.com/norimyxxxo/status/1024664421501677568,https://pbs.twimg.com/media/DjhW2LaXgAA0l8Y.jpg
Tue Jul 31 18:13:54 +0000 2018,"Мы поняли, что московский магазин можно использовать еще и для культурных мероприятий, первый тестовый заход - встреча с @AndrewDoronin",624,1,None,14,0,https://x.com/norimyxxxo/status/1024357502203441154,None
Mon Jul 30 20:01:07 +0000 2018,"Это я, высказывающийся о рэп-баттлах (глазами фанов рбл) 😆",605,9,None,25,2,https://x.com/norimyxxxo/status/1024022096056340480,None
Mon Jul 30 19:56:31 +0000 2018,"Неа

Нужны мемуары - составьте мои треки за 10 лет воедино и вуаля",848,9,None,36,0,https://x.com/norimyxxxo/status/1024020938390679552,None
Mon Jul 30 19:48:35 +0000 2018,"Она бесится с этой темы, но у нас есть негласный договор, что она напишет про меня, если я уйду в мир иной",1139,22,None,52,3,https://x.com/norimyxxxo/status/1024018940677242882,None
Mon Jul 30 19:24:27 +0000 2018,Важный отрезок жизни!,482,8,None,12,0,https://x.com/norimyxxxo/status/1024012868096811008,None
Mon Jul 30 19:22:50 +0000 2018,"Сууука, Саша Барон Коэн на сцене с Несс Ли и Джон Джон зе Доном. Вот это точно топ 10 кроссоверов

What a time to be alive",419,5,None,5,2,https://x.com/norimyxxxo/status/1024012459189911552,None
Mon Jul 30 18:48:11 +0000 2018,Никогда не удавалось вести бумажный дневник дольше пары дней,1074,15,None,33,1,https://x.com/norimyxxxo/status/1024003738653089795,None
Mon Jul 30 18:46:19 +0000 2018,"Очередной пиздец преодолен! 

(уже 8 лет зачем-то юзаю твиттор, как записную книжку неясного назначения, где подобные записи понятны лишь лишь мне, да и то лишь какое-то количество лет: дальше я забываю, о чем шла речь, и при обнаружении старых твитов тщетно пытаюсь дешифровать)",3068,116,None,44,4,https://x.com/norimyxxxo/status/1024003271202103297,None
Mon Jul 30 10:10:04 +0000 2018,"Естественно, но без метода проб и ошибок эволюция чего-либо невозможна в принципе",704,7,None,21,0,https://x.com/norimyxxxo/status/1023873353021575168,None
Mon Jul 30 09:03:15 +0000 2018,Иногда даже Смоки прав,1627,20,None,31,1,https://x.com/norimyxxxo/status/1023856539097071616,None
Mon Jul 30 06:47:49 +0000 2018,"О, эти вдумчивые аналитики, до сих пор не вдуплившие, что посыл сомбреро, усов и гармошки был в выстебывании подобного цирка на баттлах и демонстрации того, как просто этим добиться одобрительной реакции. Хотя это было сказано прямым текстом сразу после сего перформанса 😆",1020,10,None,51,1,https://x.com/norimyxxxo/status/1023822455171940352,None
Mon Jul 30 06:25:23 +0000 2018,"Вот как надо реагировать на поражение 👍💪
Спасибо за крутой баттл и постоянное развитие. судя по отзывам, Династ вышел победителем в плане зрительских симпатий 🐦",1254,15,None,34,0,https://x.com/norimyxxxo/status/1023816808946704385,None
Sun Jul 29 19:01:46 +0000 2018,"RT @Restorator51: К сожалению, финальный кадр сегодняшнего видео стал спойлером к следующему. Человеческий фактор. Но куда разумнее топить…",0,19,None,0,0,https://x.com/norimyxxxo/status/1023644772928573443,None
Sun Jul 29 18:26:17 +0000 2018,"С последним утверждением согласен, но вы когда-нибудь поймете систему голосования вслепую или нет?

Да, она несовершенна, как и любая система, но очевидно же, что от неизбежного влияния судей друг на друга, голосов престижа и судейского «внесения интриги» надо уходить.",800,8,None,69,0,https://x.com/norimyxxxo/status/1023635843108532225,None
Sun Jul 29 17:27:01 +0000 2018,"RT @versusbattleru: VERSUS: FRESH BLOOD 4 (@Aromat_peregara VS @dinastsg) Этап 2
https://t.co/1CByrftWW1",0,36,None,0,0,https://x.com/norimyxxxo/status/1023620927190454272,None
Sun Jul 29 17:26:52 +0000 2018,Хоп!,681,10,None,38,0,https://x.com/norimyxxxo/status/1023620887797538816,None
Sun Jul 29 08:33:05 +0000 2018,"Дайм продолжил интереснейший тред по русскому рэп-олдскулу, рекомендую",552,12,None,7,5,https://x.com/norimyxxxo/status/1023486559776071681,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151141,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Sat Jul 28 19:20:33 +0000 2018,"Трудно - это жить на улице, кикать тяжелые наркотики, преодолевать последствия от домашнего насилия и тд, а даже самые жирные минусы от известности (которых по факту много) - это невинные пустяки

Все мы любим поныть, но надо не забывать масштабировать свои проблемы",2325,115,None,36,8,https://x.com/norimyxxxo/status/1023287109707280391,None
Sat Jul 28 17:28:40 +0000 2018,"Ровно 2 месяца полностью без алкоголя и прочего

Лишь война с сигами еще идет, но и они сдают позиции, из этого месяца курил 3 дня. 

Разница ощущается конкретно",6845,142,None,251,6,https://x.com/norimyxxxo/status/1023258953118089222,None
Sat Jul 28 10:13:57 +0000 2018,"RT @LeTai_Kireev: Очень бодрая тема, кому нужен город под подошвой под мобб дипп, прошу https://t.co/ntVlcK7Dl9",0,17,None,0,0,https://x.com/norimyxxxo/status/1023149552348680193,None
Sat Jul 28 08:05:07 +0000 2018,"Ну хоть кто-то это написал, респект 🙌

Кроме разве что старика Никколо - базовый набор школьника) но таково было задание) #гострайтимизредка",598,4,None,17,1,https://x.com/norimyxxxo/status/1023117131561553920,None
Fri Jul 27 23:57:20 +0000 2018,"Всё доделал, всех духов призвал и снова отпустил, через 4 часа на съемку 

Шаутаут всем нашим, кто сейчас тоже не спит и ебашит, потому что, сука, надо (вы знаете, кто вы 👁) https://t.co/1St0Wq0k2W",2063,40,None,26,7,https://x.com/norimyxxxo/status/1022994376702795776,https://pbs.twimg.com/media/DjJn9UFW0AE6hgn.jpg
Fri Jul 27 23:51:29 +0000 2018,"Еще и дни недели перепутал, немудрено 🤷‍♂️",1234,10,None,18,1,https://x.com/norimyxxxo/status/1022992904556568582,None
Fri Jul 27 23:50:31 +0000 2018,"Чем я, блять, занимаюсь в ночь с субботы на воскресение.. 🤦‍♂️ https://t.co/yM2kcQcx5j",3338,74,None,156,21,https://x.com/norimyxxxo/status/1022992660032901121,https://pbs.twimg.com/media/DjJmZI7XoAE_foT.jpg
Fri Jul 27 22:45:35 +0000 2018,"Ценю четкие закономерности, даже если от них нет никакой пользы.

Например, если в ночной ленте меж проснувшихся американских баттлрэперов мелькают сиськи с философскими подписями, Иллюмейт или Айза - то сходу понятно, что Гэнгста Хастла не спит",1685,32,None,13,1,https://x.com/norimyxxxo/status/1022976321050357762,None
Fri Jul 27 18:05:06 +0000 2018,RT @IgorHarrison: Город под... эм.. лапами?🤔 https://t.co/HmnNMONkd0,0,51,None,0,0,https://x.com/norimyxxxo/status/1022905735678779392,https://pbs.twimg.com/media/DjIXQUdX4AERxUE.jpg
Fri Jul 27 17:54:41 +0000 2018,"Начало каждого года - ростки, метания и гигантомания, середина - расцвет пиздеца и сомнения в его вывозимости, конец - победа и взваливание на себя нового ахуя

Then repeat. 😎",2211,108,None,37,11,https://x.com/norimyxxxo/status/1022903114456809473,None
Fri Jul 27 17:42:07 +0000 2018,"ДО ФЕСТА — МЕСЯЦ ☝️☝️
⠀ 
БИЛЕТЫ В ПРОДАЖЕ:
— На https://t.co/VFjIjvEsUx  
— На https://t.co/xyEiWtcYML

Бумажные билеты с нашими мордами в продаже: 
— Питер: магазин White Trash, ул. Гончарная, 27
— Москва: магазин «Зиг-Заг», пер. Большой Спасоглинищевский, 9/1 

RT ⚙️⚙️ https://t.co/jE1Zcg1WKZ",677,38,None,25,3,https://x.com/norimyxxxo/status/1022899949758033920,https://pbs.twimg.com/ext_tw_video_thumb/1022899504461361154/pu/img/Lt_OH6DiH3GwtwKJ.jpg
Fri Jul 27 12:07:03 +0000 2018,крейзи дейз,1159,55,None,26,0,https://x.com/norimyxxxo/status/1022815628305072128,None
Thu Jul 26 20:28:53 +0000 2018,"Чувашия Белоснежная

Еще не слушал, но улицы шепчут, что надо. Прошлый альбом Шарона - 2014ого года и был местами очень хорош https://t.co/A8ZBJ3sKl4",554,11,None,26,3,https://x.com/norimyxxxo/status/1022579531595624448,None
Thu Jul 26 17:15:02 +0000 2018,"Корпоративные сотрудники с корпоративным стильком, мы с вами никогда не станем друзьями )",1560,28,None,43,0,https://x.com/norimyxxxo/status/1022530747591217158,None
Thu Jul 26 16:24:12 +0000 2018,Это круто https://t.co/wVDRRkVrjE,552,21,None,5,11,https://x.com/norimyxxxo/status/1022517953043025922,None
Thu Jul 26 16:10:04 +0000 2018,"Новости заокеанского баттлрэпа: в Сёрфа стреляли, он в реанимации :( https://t.co/amkkA83oN6",457,3,None,19,0,https://x.com/norimyxxxo/status/1022514398143938562,None
Thu Jul 26 16:06:35 +0000 2018,"Панчи на третий этап, от которых вежливо отказалась команда https://t.co/eMrfPa1o16",1658,34,None,25,1,https://x.com/norimyxxxo/status/1022513519730806784,None
Wed Jul 25 15:47:03 +0000 2018,"RT @theflowmag: 🎥 Клип Loqiemean ""Быть дауном"" — это красивое посвящение фильму ""Большой Лебовски"" и заодно сильная заявка на звание лучшег…",0,170,None,0,0,https://x.com/norimyxxxo/status/1022146219429249026,None
Wed Jul 25 15:39:08 +0000 2018,бытьдауном.быть (кликабельно) https://t.co/0LFTlpcYC3,1134,18,None,22,1,https://x.com/norimyxxxo/status/1022144224886706178,None
